name	status	consortium	phsId	library:dataUseRestriction	library:indication	library:studyDesign	library:datatype	subjectCount	bucketName	sampleCount	participantCount	familyCount	discoveryCount	bucketSize	requestorPays	NRES	GRU	HMB	IRB	PUB	COL	NPU	MDS	GSO	DS	diseaseText	consentLongName	consentTitle
anvil_ccdg_broad_ai_ibd_daly_hyams_protect_gsa	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Genotyping Array	418	fc-secure-e047e65d-fc75-4175-955e-208ea0c6f5e1	418	418	0	0	72401156990	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_WashU_CVD_EOCAD_Emerge_WGS	Released	 CCDG	 phs001913	GRU-IRB	coronary artery disease	Case-Control	Whole Genome	277	fc-secure-e40316e1-165b-44ae-82cb-7136c37aacdb	277	0	0	0	6281746725781	True	False	True	False	True	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification. Requesting institution's IRB or equivalent body must approve the requested use.	General research use and clinical care (IRB)
AnVIL_CMG_Yale_HMB-GSO	Released	 CMG	 phs000744	HMB-GSO	Mendelian disorders	Mendelian	Exome	4227	fc-secure-e4285fd8-92c5-43e1-96b7-c6c092a6c19f	4263	0	2341	0	3617994591656	True	False	False	True	False	False	False	False	False	True			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to genetic studies only.	Health/medical/biomedical research and clinical care (GSO)
AnVIL_CCDG_Broad_NP_Epilepsy_USACCF_HMB-MDS_WES	Released	 CCDG	 phs001489	HMB-MDS	epilepsy	Case Set	Exome	378	fc-secure-e4b45d7c-3fee-479f-83e9-8c85312cb8da	380	380	0	0	441560374376	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_ccdg_asc_ndd_daly_talkowski_minshew_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-e5676c90-7028-4b68-b620-c6944514d52c	239	239	0	0	386408718673	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_NIMH_Broad_ConvergentNeuro_McCarroll_Eggan_CIRM_GRU_VillageData	Released	 Convergent Neuroscience	 phs002032	GRU	Unspecified	TBD	TBD	0	fc-secure-e85c8172-03d4-48c0-8883-59ae1e3099b9	455	2197	0	0	3642445301462	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUCL_DS_EARET_MDS_WES	Released	 CCDG	 phs001489	DS-EARET-MDS	epilepsy	Case Set	Exome	684	fc-secure-e92b8081-5e6a-440c-af83-4d428f505529	684	684	0	0	1277522452495	True	False	False	False	False	False	False	False	True	False	EARET	Epilepsy causes and Responses to Antiepileptic Tx	Use of the data must be related to Epilepsy causes and Responses to Antiepileptic Tx. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EARET, MDS)
anvil_ccdg_broad_ai_ibd_daly_franchimont_wes	Released	 CCDG	 phs001642	DS-GI	inflammatory bowel disease	Case-Control	Exome	2823	fc-secure-e99706c4-48f9-4a69-baf4-70d1c5eaac5c	2823	2848	0	0	4163258702775	True	False	False	False	False	False	False	False	False	False	GI	Gastrointestinal Illness	Use of the data must be related to Gastrointestinal Illness.	Disease-specific research and clinical care (GI)
AnVIL_ALS-FTD_DEMENTIA-SEQ_GRU_v1	Released	 ALS-FTD	 phs001963	GRU	ALS, ALS-FTD, Lewy Body Dementia, FTD	Case/Control	Whole Genome	0	fc-secure-e9b536b4-a871-4a9d-8822-85658c7f8fc3	0	0	0	0	12396096054352	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_CVD_EOCAD_PartnersBiobank_HMB_WES	Released	 CCDG	 phs002018	HMB	myocardial infarction	Control Set	Exome	13332	fc-secure-ead0ff8d-eee9-4299-bb54-8404ffe9fa22	13332	13332	0	0	13565980699058	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CCDG_WashU_CVD_EOCAD_Cleveland_WGS	Released	 CCDG	 phs001871	DS-CAD-IRB-COL-NPU	coronary artery disease	Case-Control	Whole Genome	348	fc-secure-ec1e8941-0ccb-41db-bc39-1ddf558a06c2	348	0	0	0	7884690254771	True	False	False	False	True	False	True	True	False	False	CAD	Coronary Artery Disease	Use of the data must be related to Coronary Artery Disease. Requesting institution's IRB or equivalent body must approve the requested use. Requestor must provide a letter of collaboration with the primary study investigator(s). Use of the data is limited to not-for-profit organizations.	Disease-specific research and clinical care (CAD, IRB, COL, NPU)
AnVIL_GTEx_public_data	Released	 GTEx	 None	NRES	Unspecified	TBD	TBD	0	fc-ed391d18-3c0a-4499-a292-35ca51ebf381	0	0	0	0	8052717952270	True	True	False	False	False	False	False	False	False	False			No restrictions on data use.	No restrictions
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_GSRS_WES	Released	 CCDG	 Registration Pending	GRU-GSRS	epilepsy	Case Set	Exome	0	fc-secure-ed823158-2149-493f-80d0-ff066cb14a85	35	35	0	0	35016100138	True	False	True	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""GSRS"""	ERROR
AnVIL_CCDG_Broad_NP_Epilepsy_USAVANcontrols_HMB-GSO_WES	Released	 CCDG	 phs001489	HMB-GSO	Control	Control	Exome	1971	fc-secure-ee694ec4-cb3d-441d-95f7-e6d586419484	1971	1971	0	0	1780970007615	True	False	False	True	False	False	False	False	False	True			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to genetic studies only.	Health/medical/biomedical research and clinical care (GSO)
AnVIL_GTEx_BCM_GRU_CoRSIVs	Released	 GTEx	 phs001746	GRU	epigenetic variation	Control Set	Methylation Array	188	fc-secure-ee92ebac-bf0a-4449-a9b0-0dad417c23f0	1616	0	0	0	3079970975872	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_USAVAN_HMB-GSO_WES	Released	 CCDG	 phs001489	HMB-GSO	epilepsy	Case-Control	Exome	483	fc-secure-eeac1afb-c27a-4632-ba12-5ae0664d2d62	483	483	0	0	414313241894	True	False	False	True	False	False	False	False	False	True			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to genetic studies only.	Health/medical/biomedical research and clinical care (GSO)
AnVIL_CMG_Broad_Orphan_VCGS-White_WGS	Released	 CMG	 phs001272	HMB-MDS	Mendelian disorders	Parent-Offspring Trios	Whole Genome	66	fc-secure-efe57a60-2421-405d-85f4-90d5af86e30b	66	0	66	66	1102854537086	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_CMG_Broad_Orphan_Lerner-Ellis_WES	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Exome	0	fc-secure-f00de3c1-3961-4656-8b24-ca1817fe2513	0	0	0	0	5723	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_NYGC_NP_Autism_AGRE_WGS	Released	 CCDG	 phs001766	DS-ASD-IRB	autism spectrum disorder	Family, Parent-Offspring	Whole Genome	4601	fc-secure-f20281f0-d586-432c-b790-b44eb5098d01	4601	0	0	0	110301825202885	True	False	False	False	True	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (ASD, IRB)
AnVIL_CMG_Broad_Muscle_Myoseq_WGS	Released	 CMG	 Registration Pending	HMB-MDS	Mendelian disorders	Parent-Offspring Trios	Whole Genome	10	fc-secure-f2f4cf5f-bda3-4608-89b4-0c218f6dc6e8	10	0	10	10	186202803603	False	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
anvil_ccdg_broad_ai_ibd_daly_brant_burnstein_utsw_wes	Released	 CCDG	 phs001642	HMB_IRB_MDS	inflammatory bowel disease	Case-Control	Exome	65	fc-secure-f34542fd-004f-4536-9fe4-f48bfa1ca20a	65	65	0	0	59319581008	True	False	False	True	True	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (IRB, MDS)
anvil_ccdg_broad_ai_ibd_daly_chen_gsa	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Genotyping Array	15	fc-secure-f36fa17c-4901-4f99-a715-12d856c47049	15	15	0	0	3467762884	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
anvil_ccdg_broad_ai_ibd_daly_moayyedi_imagine_gsa	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Genotyping Array	2546	fc-secure-f5d29c72-fd11-42db-bede-2442712e260b	2546	2550	0	0	435639591253	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Baylor_CVD_ARIC	Released	 CCDG	 phs001211	HMB-IRB	cardiovascular system disease	TBD	Whole Genome	8975	fc-secure-f5d884c0-a24c-46e6-8c29-cad7f5b158c7	8975	0	0	0	264981418687817	True	False	False	True	True	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use.	Health/medical/biomedical research and clinical care (IRB)
anvil_ccdg_broad_ai_ibd_daly_burnstein_gsa	Released	 CCDG	 phs001642	HMB_IRB_MDS	inflammatory bowel disease	Case-Control	Genotyping Array	65	fc-secure-f62264c7-9296-40ad-943b-67ec7a5b4f80	65	68	0	0	12112232099	True	False	False	True	True	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (IRB, MDS)
AnVIL_CMG_Broad_Muscle_Kang_WGS	Released	 CMG	 phs001272	Consortia Access Only	Mendelian disorders	Parent-Offspring Trios	Whole Genome	2	fc-secure-f71ce5b2-bdd4-461b-a7fd-833d9c9a6b85	2	0	2	2	37498621289	True	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""Consortia Access Only"""	ERROR
anvil_ccdg_broad_ai_ibd_daly_mccauley_gsa	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Genotyping Array	1643	fc-secure-f7c5cd60-c7d0-427d-9b81-3ce914dad491	1643	1642	0	0	281230865763	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_AUSALF_HMB_IRB_GSRS_GSA-MD	Released	 CCDG	 phs001489	TBD	epilepsy	Case-Control	Genotyping Array	0	fc-secure-f8516cf5-fc86-461f-94e9-8eebd9bbd221	16	16	0	0	3632191049	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_ccdg_asc_ndd_daly_talkowski_schloesser_asd_exome	Released	 CCDG	 phs002502	TBD	autism spectrum disorder	TBD	Exome	0	fc-secure-f8b9ce8d-efc0-4aa1-ad71-c0378d8d7194	152	152	0	0	141043584129	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMH_GAFK_IlluminaGSA	Released	 CMH	 phs002206	Unspecified	Unspecified	Case only / Trio / Family	Genotyping Array	0	fc-secure-fb033efd-49fe-4487-8b85-79c7b1c28384	0	0	0	0	48184564452	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
anvil_ccdg_broad_ai_ibd_daly_stampfer_wes	Released	 CCDG	 phs001642	HMB-MDS	inflammatory bowel disease	Case-Control	Exome	1489	fc-secure-fba19c6f-984e-4616-b253-6d9e6ea5cec5	1489	1489	0	0	1455979696611	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_CMG_Broad_Eye_Pierce_WGS	Released	 CMG	 phs001272	GRU	Mendelian disorders	Parent-Offspring Trios	Whole Genome	35	fc-secure-fc0f573c-c14b-4a98-8e94-b8728fd2a1a1	35	0	35	35	637404103947	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMG_Yale_DS-THAL-IRB	Released	 CMG	 phs000744	DS-THAL-IRB	Mendelian disorders	Mendelian	Exome	359	fc-secure-fc46b6db-d8cf-41c1-8d5c-ebb2e776efad	359	0	359	0	596251233752	True	False	False	False	True	False	False	False	False	False	THAL	Thalassemia	Use of the data must be related to Thalassemia. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (THAL, IRB)
anvil_ccdg_broad_ai_ibd_daly_rioux_bitton_igenomed_wes	Released	 CCDG	 phs001642	DS_IBD_MDS	inflammatory bowel disease	Case-Control	Exome	182	fc-secure-fd6b0f26-8746-4a6c-a174-3421a60f74cd	182	182	0	0	168846926777	True	False	False	False	False	False	False	False	True	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (IBD, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_USAHEP_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	322	fc-secure-fd756575-ba39-4893-8b85-b6dfbb376f3b	322	322	0	0	457818340149	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_MI_UnivUtah_DS_CVD_WES	Released	 CCDG	 Registration Pending	DS-CVD	myocardial infarction	TBD	Exome	0	fc-secure-fdaa7a52-520b-461b-a2d2-e31bf92e8e86	1471	1471	0	0	2560590285736	True	False	False	False	False	False	False	False	False	False	CVD	Cardiovascular Disease	Use of the data must be related to Cardiovascular Disease.	Disease-specific research and clinical care (CVD)
ANVIL_CMG_BROAD_BRAIN_SHERR_WGS	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Whole Genome	0	fc-secure-fe076c0d-2027-4614-9383-e9199e911bdb	3	3	0	0	40774299441	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_NP_Epilepsy_ITAICB_HMB_NPU_MDS_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	epilepsy	Case-control	Exome	424	fc-secure-fe950bf8-0470-4329-b8c9-8a42d0dd619d	424	424	0	0	575072991158	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
anvil_ccdg_broad_ai_ibd_daly_rioux_niddk_gsa	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Genotyping Array	919	fc-secure-ff0a78b1-92d9-49d3-8156-837a13c2c851	919	915	0	0	157575526834	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_GTEx_V8_hg38	Released	 GTEx	 phs000424	GRU	None	Family/Twins/Trios	Whole Genome, Exome, RNAseq	0	fc-secure-ff8156a3-ddf3-42e4-9211-0fd89da62108	17382	979	0	0	174083235677697	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Baylor_CVD_HemStroke_Regards_DS_WGS	Released	 CCDG	 Registration Pending	DS	hemorrhagic stroke	TBD	Whole Genome	0	fc-secure-ffc72fe8-aa14-4a33-81a8-6bd0f269f834	121	121	0	0	2289332492156	True	False	False	False	False	False	False	False	False	False			"ERROR: Missing required parameter to ""DS"""	ERROR
